,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,scope,types,vicinity,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,business_status,rating,user_ratings_total,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,price_level,permanently_closed
0,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Madrid,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117982344443470655427"">Diana De Vasconcellos</a>'], 'photo_reference': 'AXCi2Q7JnA1NkR9nAvAPCpLB9Ay2AfJvOkibYmotvVUSl3Y2antjjuzhCXQmRwxtuzic1ZaZ_8yB_wDlXr73R-pmdL6h_mU3AbKDEG_Rh9RzRkDpMKjJi_8lYtMB_ojWN9zbhf2mqvykdzzy2l4pB-XI3pr2uMp33uq6iUvvRl4MdkobHHda', 'width': 3120}]",ChIJgTwKgJcpQg0RaSKMYcHeNsQ,ChIJgTwKgJcpQg0RaSKMYcHeNsQ,GOOGLE,"['locality', 'political']",Madrid,40.41672790000001,-3.7032905,40.56384473341083,-3.524911528167741,40.31206394740597,-3.834161809872056,,,,,,,,
1,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel NH Collection Madrid Colón,"[{'height': 1157, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105936633180985365961"">Hotel NH Collection Madrid Colón</a>'], 'photo_reference': 'AXCi2Q7A0JuvZeSsxSdaQxmlNqE55YUKwypQFCPlQVuUlxQmHL0c3KCRwEAlP6Kk15KV5sobrHJ6Ucs12oTpB-DhOSYcoOwpRENVBn9m5bh1igRktAuCjnSiHupsGQsvDNDr5MJs8RTv_qrVNgtP7f4MhjWRWQY25195O3nwVp8sVH3GOU5M', 'width': 2056}]",ChIJJztR5pAoQg0RY8KgscxwWh8,ChIJJztR5pAoQg0RY8KgscxwWh8,GOOGLE,"['lodging', 'point_of_interest', 'establishment']","Calle del Marqués de Zurgena, 4, Madrid",40.42607599999999,-3.689069999999999,40.42757543029149,-3.687659419708496,40.42487746970849,-3.690357380291501,OPERATIONAL,4.6,1378.0,True,"C8G6+C9 Madrid, Spain",8CGRC8G6+C9,,
2,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,VP Jardín de Recoletos,"[{'height': 1333, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101318484028830464174"">VP Jardín de Recoletos</a>'], 'photo_reference': 'AXCi2Q6UaYJH-54RAzVRIGe5cdfs2Gy4H5TycVVEiL9mqK1bhnWzoAdpU_t6h9B4JJxFQmdL7SceNrLZuzsvgpU8ql_4DzvkpovqgXn_yfQH83D5wEwocN2vh5oljhtJivbEaMP0uLRsTZT-JflqhFAKGCTZujLGr7ZwKYrzFp3ux3VqVYUJ', 'width': 2000}]",ChIJ0U9LFZooQg0RgdlcHxZdkek,ChIJ0U9LFZooQg0RgdlcHxZdkek,GOOGLE,"['parking', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","Calle de Gil de Santivañes, 6, Madrid",40.4223075,-3.689168100000001,40.42368518029149,-3.687793119708498,40.42098721970849,-3.690491080291502,OPERATIONAL,4.5,610.0,True,"C8C6+W8 Madrid, Spain",8CGRC8C6+W8,,
3,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Apart-Hotel Serrano Recoletos,"[{'height': 4016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108380376150872802498"">Apartamentos Recoletos</a>'], 'photo_reference': 'AXCi2Q6eTEEFAVx1gJpzuZBHi0NtJyxDYjuKqhrV2YBsxwDt3jtEs8BQcctugnKUMOjBV1vNv7FzGFE0vV2TMdh5WkeNkZuwcbz2FXa-7eqKPmtONXnsQtYqsG8V6_hhYTXCruSims5yntpSdq3UkdKzb6z6SGJLC8fd17w2BO0qKKvPWm-h', 'width': 6016}]",ChIJI4yHYpooQg0RwdyPsYfB2WA,ChIJI4yHYpooQg0RwdyPsYfB2WA,GOOGLE,"['lodging', 'point_of_interest', 'establishment']","Calle de Villanueva, 2, Madrid",40.4227751,-3.6900327,40.4241904802915,-3.688655569708497,40.4214925197085,-3.691353530291502,OPERATIONAL,3.6,743.0,,"C8F5+4X Madrid, Spain",8CGRC8F5+4X,,
4,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,AC Hotel Recoletos,"[{'height': 320, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112053189581979865391"">AC Hotel Recoletos</a>'], 'photo_reference': 'AXCi2Q6bbq62kdz6xjUot5KwV8Hz_oNtmifgXywU-VhNxUEadh3-Z-CH0D2Zo6_i9s2Tt3mFLQPClX8A7gp8ectPwQv506gY21dmK4Gk1g-JS0cdKCpn0BEs_7ngrfCIMWIpTuKPTkllo6PjvXfzCKluQPx-1832A2IB_S-kcqtdYlHmXgUE', 'width': 480}]",ChIJb7ViRZooQg0Rf5be0iVWcDU,ChIJb7ViRZooQg0Rf5be0iVWcDU,GOOGLE,"['lodging', 'point_of_interest', 'establishment']","Calle de Recoletos, 18, Madrid",40.42144649999999,-3.6895566,40.4227845302915,-3.688189669708497,40.4200865697085,-3.690887630291502,OPERATIONAL,4.5,520.0,,"C8C6+H5 Madrid, Spain",8CGRC8C6+H5,,
5,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hospes Puerta de Alcalá,"[{'height': 305, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105973994976944403464"">Hotel Hospes Puerta Alcalá</a>'], 'photo_reference': 'AXCi2Q75uUmJa5R8gMUSybQFLPixjc5rzr4rSS3aYTrFhNYtoE1JlhSg_Fmg20UObeKZ4UaEheQsogeFJbPrZerydyGZu0PmjdLigVrlQT7OpGcEjTB3VPW_I0-ZSXzazdC2U_Vf6coZvdgYHa0sMxRvyMsdc_NB__8OWQwgPDtTnbEmUL5V', 'width': 733}]",ChIJ6ZjCSpooQg0RkGtrp-n0exY,ChIJ6ZjCSpooQg0RkGtrp-n0exY,GOOGLE,"['lodging', 'point_of_interest', 'establishment']","Plaza de la Independencia, 3, Madrid",40.4206199,-3.689281300000001,40.4218117802915,-3.687776869708498,40.4191138197085,-3.690474830291502,OPERATIONAL,4.4,901.0,True,"C8C6+67 Madrid, Spain",8CGRC8C6+67,,
6,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Boutike Cibeles,"[{'height': 1702, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100039098829225862419"">Boutike Cibeles</a>'], 'photo_reference': 'AXCi2Q5fYIWBmz5N4awl-ZxASDy2nCmC-W2gBJruD1HjF-xNreK6A8BQGZdzinzNYrIquracpeAB4NT0xEVNrKK_zFO5L6OZPx2xiIheCuD1pbGvJIzw8vWEjqEEfeOOTrxolg6jdqsSfJ5EJ6tcLXOycncLpyY0PohHpZTBIYcvGN4_yb_H', 'width': 3024}]",ChIJGWQJFZsoQg0RmG7PYIOUToU,ChIJGWQJFZsoQg0RmG7PYIOUToU,GOOGLE,"['lodging', 'point_of_interest', 'establishment']","Calle de Alcalá, 57, Madrid",40.4198688,-3.6914576,40.4211266802915,-3.690088269708497,40.41842871970851,-3.692786230291502,OPERATIONAL,4.5,210.0,,"C895+WC Madrid, Spain",8CGRC895+WC,,
7,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,ICON Wipton,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112263781301103430687"">ICON Wipton</a>'], 'photo_reference': 'AXCi2Q7ZVI93Ek6UemzsbpHffTQNe-sFC-sePmpzuHKJooEc6Pls_b12Mhpgt5Ptyhg9SaVCk-IoemgJzEIa8SrSX9yf8OzpZCNAuam1xzf1T6q4fmdnGRXLZJpEGm1xLY1mLvI3X6MkcBPkeFW9ikCGeaRX40rduUUD2XW9_ZOVJ5BRlCCB', 'width': 1620}]",ChIJXf7FfpcoQg0Ryp4nK6mgfw0,ChIJXf7FfpcoQg0Ryp4nK6mgfw0,GOOGLE,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","Calle de Jorge Juan, 17, Madrid",40.4240272,-3.6854174,40.4252819302915,-3.683976369708497,40.4225839697085,-3.686674330291502,OPERATIONAL,4.5,581.0,,"C8F7+JR Madrid, Spain",8CGRC8F7+JR,,
8,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Hotel Palacio Del Retiro, Autograph Collection","[{'height': 320, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114976497512468870979"">Hotel Palacio Del Retiro, Autograph Collection</a>'], 'photo_reference': 'AXCi2Q4K7-ucCUUihvlt5Ik3ZRY8ZeNn_MqFb7DXatZjjz-imIyA7vFzZMqJPx-LkDvDXSUhJTIszFVZCGnWHIhwFixGKU9cZUPZ-fJGWjdQG0hO5M38-JX8tkLsZva-e7UBJlDA_4sbnL2yWtnql1WRw62FH-EssMaqetw7EY454T4r5SXu', 'width': 480}]",ChIJe4IR9Z8oQg0R3y0hly1SrvU,ChIJe4IR9Z8oQg0R3y0hly1SrvU,GOOGLE,"['lodging', 'point_of_interest', 'establishment']","Calle de Alfonso XII, 14, Madrid",40.4177785,-3.689227,40.41907628029151,-3.687748119708498,40.41637831970851,-3.690446080291502,OPERATIONAL,4.5,413.0,,"C896+48 Madrid, Spain",8CGRC896+48,,
9,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel One Shot Recoletos 04,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106758549200406753852"">Hotel One Shot Recoletos 04</a>'], 'photo_reference': 'AXCi2Q73Ek997mNLBYTq8uSHIArwJ2Jpqbh620e2LBf-d4GD9MmY_j6m9eBlF9tRMkCyQ5YjgrZz3zA-NR4oiLugFRlAW26JXfKHdEGKFNdzSWctn0m0CTBFgipLS1E5JrIzKmp_xH9j1mlYQJWKd7pvA7Qi8ZnoEjhR2JfK2A0hVDzJr1Xi', 'width': 5472}]",ChIJVznT4ZooQg0R1j_9PW39Y10,ChIJVznT4ZooQg0R1j_9PW39Y10,GOOGLE,"['lodging', 'point_of_interest', 'establishment']","Calle de Salustiano Olózaga, 4, Madrid",40.4209045,-3.6913681,40.4222937302915,-3.689992319708498,40.4195957697085,-3.692690280291503,OPERATIONAL,4.0,560.0,True,"C8C5+9F Madrid, Spain",8CGRC8C5+9F,,
